text,CompSci.topic,Physics.topic,Math.topic,Statistics.topic
"  We give a new formulation and proof of a theorem of Halmos and Wallen on the
structure of power partial isometries on Hilbert space. We then use this
theorem to give a structure theorem for a finite set of partial isometries
which star-commute: each operator commutes with the others and with their
adjoints.
",FALSE,FALSE,TRUE,FALSE
"  In this paper, we present a novel structure, Semi-AutoEncoder, based on
AutoEncoder. We generalize it into a hybrid collaborative filtering model for
rating prediction as well as personalized top-n recommendations. Experimental
results on two real-world datasets demonstrate its state-of-the-art
performances.
",TRUE,FALSE,FALSE,FALSE
"  The problem of the estimation of relevance to a set of histograms generated
by samples of a discrete time process is discussed on the base of the
variational principles proposed in the previous paper [1]. Some conditions for
dimension reduction of corresponding linear programming problems are presented
also.
",FALSE,FALSE,TRUE,FALSE
"  We show (under mild topological assumptions) that small oscillation of the
unit normal vector implies Reifenberg flatness. We then apply this observation
to the study of chord-arc domains and to a quantitative version of a two-phase
free boundary problem for harmonic measure previously studied by Kenig-Toro.
",FALSE,FALSE,TRUE,FALSE
"  Given two infinite sequences with known binomial transforms, we compute the
binomial transform of the product sequence. Various identities are obtained and
numerous examples are given involving sequences of special numbers: Harmonic
numbers, Bernoulli numbers, Fibonacci numbers, and also Laguerre polynomials.
",FALSE,FALSE,TRUE,FALSE
"  In a recent publication [Appl. Opt. 55, 2418 (2016)], a method for
two-dimensional phase unwrapping based on the transport of intensity equation
(TIE) was studied. We wish to show that this approach is associated with the
standard least squares phase unwrapping algorithm, but with additional
numerical errors.
",FALSE,TRUE,FALSE,FALSE
"  In this article we present a Bernstein inequality for sums of random
variables which are defined on a spatial lattice structure. The inequality can
be used to derive concentration inequalities. It can be useful to obtain
consistency properties for nonparametric estimators of conditional expectation
functions.
",FALSE,FALSE,TRUE,TRUE
"  In this note we prove that the Borel class of representations of 3-manifold
groups to PGL(n,C) is preserved under Cartan involution up to sign. For
representations to PGL(3,C) this is implied by a more general result of E.
Falbel and Q. Wang, however our proof appears to be much shorter for that
special case.
",FALSE,FALSE,TRUE,FALSE
"  We prove the unpolarized Shafarevich conjecture for K3 surfaces: the set of
isomorphism classes of K3 surfaces over a fixed number field with good
reduction away from a fixed and finite set of places is finite. Our proof is
based on the theorems of Faltings and André, as well as the Kuga-Satake
construction.
",FALSE,FALSE,TRUE,FALSE
"  In this paper, we establish the Carleman estimates for forward and backward
stochastic fourth order Schrödinger equations, on basis of which, we can
obtain the observability, unique continuation property and the exact
controllability for the forward and backward stochastic fourth order
Schrödinger equations.
",FALSE,FALSE,TRUE,FALSE
"  We show from a weak comparison principle (the Ultrapower Axiom) that the
Mitchell order is linear on certain kinds of ultrafilters: normal ultrafilters,
Dodd solid ultrafilters, and assuming GCH, generalized normal ultrafilters. In
the process we prove a generalization of Solovay's lemma to singular cardinals.
",FALSE,FALSE,TRUE,FALSE
"  We study the moduli space of stable sheaves of Euler characteristic 2,
supported on curves of arithmetic genus 2 contained in a smooth quadric
surface. We show that this moduli space is rational. We compute its Betti
numbers and we give a classification of the stable sheaves involving locally
free resolutions.
",FALSE,FALSE,TRUE,FALSE
"  A semi-process is an analog of the semi-flow for non-autonomous differential
equations or inclusions. We prove an abstract result on the existence of
measurable semi-processes in the situations where there is no uniqueness. Also,
we allow solutions to blow up in finite time and then obtain local
semi-processes.
",FALSE,TRUE,TRUE,FALSE
"  In this paper, we find a condition under which a Finsler space with Kropina
change of mth-root metric is projectively related to a mth-root metric and also
we find a condition under which this Kropina transformed mth-root metric is
locally dually flat. Moreover we find the condition for its Projective
flatness.
",FALSE,FALSE,TRUE,FALSE
"  There is a forgetful functor from the category of generalized effect algebras
to the category of effect algebras. We prove that this functor is a right
adjoint and that the corresponding left adjoint is the well-known unitization
construction by Hedlíková and Pulmannová. Moreover, this adjunction is
monadic.
",FALSE,FALSE,TRUE,FALSE
"  We establish a fundamental property of bivariate Pareto records for
independent observations uniformly distributed in the unit square. We prove
that the asymptotic conditional distribution of the number of records broken by
an observation given that the observation sets a record is Geometric with
parameter 1/2.
",FALSE,FALSE,TRUE,TRUE
"  Chemical reaction networks with generalized mass-action kinetics lead to
power-law dynamical systems. As a simple example, we consider the Lotka
reactions and the resulting planar ODE. We characterize the parameters
(positive coefficients and real exponents) for which the unique positive
equilibrium is a center.
",FALSE,FALSE,TRUE,FALSE
"  In this paper, we will describe a concept of a cryptocurrency issuance
protocol which supports digital currencies in a Proof-of-Work (< PoW >) like
manner. However, the methods assume alternative utilization of assets used for
cryptocurrency creation (rather than purchasing electricity necessary for <
mining >).
",FALSE,FALSE,FALSE,FALSE
"  In this paper, we propose an eigenvalue analysis -- of system dynamics models
-- based on the Mutual Information measure, which in turn will be estimated via
the Kernel Density Estimation method. We postulate that the proposed approach
represents a novel and efficient multivariate eigenvalue sensitivity analysis.
",TRUE,FALSE,FALSE,FALSE
"  M. Hanzer and I. Matic have proved that the genuine unitary principal series
representations of the metaplectic groups are irreducible. A simple consequence
of that paper is a criterion for the irreducibility of the non-unitary
principal series representations of the metaplectic groups that we give in this
paper.
",FALSE,FALSE,TRUE,FALSE
"  Playing a Parrondo's game with a qutrit is the subject of this paper. We show
that a true quantum Parrondo's game can be played with a 3 state coin(qutrit)
in a 1D quantum walk in contrast to the fact that playing a true Parrondo's
game with a 2 state coin(qubit) in 1D quantum walk fails in the asymptotic
limits.
",TRUE,TRUE,FALSE,FALSE
"  This article investigates a fast and stable method to solve Henderson's mixed
model equation. The proposed algorithm is stable in that it avoids inverting a
matrix of a large dimension and hence is free from the curse of dimensionality.
This tactic is enabled through row operations performed on the design matrix.
",FALSE,FALSE,FALSE,TRUE
"  We consider the asymptotics of large external magnetic field for a 2D
Vlasov-Poisson system governing the evolution of a bounded density interacting
with a point charge. In a suitable asymptotical regime, we show that the
solution converges to a measure-valued solution of the Euler equation with a
defect measure.
",FALSE,FALSE,TRUE,FALSE
"  We consider the parabolic-elliptic model for the chemotaxis with fractional
(anomalous) diffusion. Global-in-time solutions are constructed under (nearly)
optimal assumptions on the size of radial initial data. Moreover, criteria for
blowup of radial solutions in terms of suitable Morrey spaces norms are
derived.
",FALSE,FALSE,TRUE,FALSE
"  In this article we use linear algebra to improve the computational time for
the obtaining of Green's functions of linear differential equations with
reflection (DER). This is achieved by decomposing both the `reduced' equation
(the ODE associated to a given DER) and the corresponding two-point boundary
conditions.
",FALSE,FALSE,TRUE,FALSE
"  New results on functional prediction of the Ornstein-Uhlenbeck process in an
autoregressive Hilbert-valued and Banach-valued frameworks are derived.
Specifically, consistency of the maximum likelihood estimator of the
autocorrelation operator, and of the associated plug-in predictor is obtained
in both frameworks.
",FALSE,FALSE,TRUE,TRUE
"  The idea is to demonstrate the beauty and power of Alexandrov geometry by
reaching interesting applications with a minimum of preparation.
The topics include
1. Estimates on the number of collisions in billiards.
2. Construction of exotic aspherical manifolds.
3. The geometry of two-convex sets in Euclidean space.
",FALSE,FALSE,TRUE,FALSE
"  We express the coefficients of the Hirzebruch L-polynomials in terms of
certain alternating multiple zeta values. In particular, we show that every
monomial in the Pontryagin classes appears with a non-zero coefficient, with
the expected sign. Similar results hold for the polynomials associated to the
A-hat genus.
",FALSE,FALSE,TRUE,FALSE
"  We prove generalized weighted Ostrowski and Ostrowski--Grüss type
inequalities on time scales via a parameter function. In particular, our result
extends a result of Dragomir and Barnett. Furthermore, we apply our results to
the continuous, discrete, and quantum cases, to obtain some interesting new
inequalities.
",FALSE,FALSE,TRUE,FALSE
"  Advancements in deep learning over the years have attracted research into how
deep artificial neural networks can be used in robotic systems. This research
survey will present a summarization of the current research with a specific
focus on the gains and obstacles for deep learning to be applied to mobile
robotics.
",TRUE,FALSE,FALSE,FALSE
"  Let R be a family of n axis-parallel rectangles with packing number p-1,
meaning that among any p of the rectangles, there are two with a non-empty
intersection. We show that the union complexity of R is at most O(n+p^2), and
that the (<=k)-level complexity of R is at most O(kn+k^2p^2). Both upper bounds
are tight.
",TRUE,FALSE,TRUE,FALSE
"  This paper is devoted to the study of the construction of new quantum MDS
codes. Based on constacyclic codes over Fq2 , we derive four new families of
quantum MDS codes, one of which is an explicit generalization of the
construction given in Theorem 7 in [22]. We also extend the result of Theorem
3:3 given in [17].
",TRUE,FALSE,FALSE,FALSE
"  We consider the spherical mean generated by a multidimensional generalized
translation and general Euler-Poisson-Darboux equation corresponding to this
mean. The Asgeirsson property of solutions of the ultrahyperbolic equation that
includes singular differential Bessel operators acting by each variable is
provided.
",FALSE,FALSE,TRUE,FALSE
"  We show that the any nonempty open set on a hyperbolic surface provides
observability and control for the time dependent Schrödinger equation. The
only other manifolds for which this was previously known are flat tori. The
proof is based on the main estimate in Dyatlov-Jin and standard arguments of
control theory.
",FALSE,FALSE,TRUE,FALSE
"  In article the basic principles put in a basis of algorithmicallysoftware of
hypercomplex number calculations, structure of a software, structure of
functional subsystems are considered. The most important procedures included in
subsystems are considered, program listings and examples of their application
are given.
",TRUE,FALSE,FALSE,FALSE
"  In this paper we classify the isomorphism classes of four dimensional
nilpotent associative algebras over a field F, studying regular subgroups of
the affine group AGL_4(F). In particular we provide explicit representatives
for such classes when F is a finite field, the real field R or an algebraically
closed field.
",FALSE,FALSE,TRUE,FALSE
"  The free energy principle has been proposed as a unifying theory of brain
function. It is closely related, and in some cases subsumes, earlier unifying
ideas such as Bayesian inference, predictive coding, and active learning. This
article clarifies these connections, teasing apart distinctive and shared
predictions.
",FALSE,FALSE,FALSE,FALSE
"  We present a deep learning approach to the ISIC 2017 Skin Lesion
Classification Challenge using a multi-scale convolutional neural network. Our
approach utilizes an Inception-v3 network pre-trained on the ImageNet dataset,
which is fine-tuned for skin lesion classification using two different scales
of input images.
",TRUE,FALSE,FALSE,FALSE
"  In this paper, we explore the connection between convergence in distribution
and Mallows distance in the context of positively associated random variables.
Our results extend some known invariance principles for sequences with FKG
property. Applications for processes with Gibbssian dependence structures are
included.
",FALSE,FALSE,TRUE,FALSE
"  Syllabification does not seem to improve word-level RNN language modeling
quality when compared to character-based segmentation. However, our best
syllable-aware language model, achieving performance comparable to the
competitive character-aware model, has 18%-33% fewer parameters and is trained
1.2-2.2 times faster.
",TRUE,FALSE,FALSE,TRUE
"  We characterize operator-theoretic properties (boundedness, compactness, and
Schatten class membership) of Toeplitz operators with positive measure symbols
on Bergman spaces of holomorphic hermitian line bundles over Kähler
Cartan-Hadamard manifolds in terms of geometric or operator-theoretic
properties of measures.
",FALSE,FALSE,TRUE,FALSE
"  We report on the precise measurement of the atomic mass of a single proton
with a purpose-built Penning-trap system. With a precision of 32
parts-per-trillion our result not only improves on the current CODATA
literature value by a factor of three, but also disagrees with it at a level of
about 3 standard deviations.
",FALSE,TRUE,FALSE,FALSE
"  We propose a statistical model for natural language that begins by
considering language as a monoid, then representing it in complex matrices with
a compatible translation invariant probability measure. We interpret the
probability measure as arising via the Born rule from a translation invariant
matrix product state.
",TRUE,TRUE,FALSE,TRUE
"  In this paper we study the systole growth of arithmetic locally symmetric
spaces up congruence covers and show that this growth is at least logarithmic
in volume. This generalizes previous work of Buser and Sarnak as well as Katz,
Schaps and Vishne where the case of compact hyperbolic 2- and 3-manifolds was
considered.
",FALSE,FALSE,TRUE,FALSE
"  Oshima's Lemma describes the orbits of parabolic subgroups of irreducible
finite Weyl groups on crystallographic root systems. This note generalises that
result to all root systems of finite Coxeter groups, and provides a self
contained proof, independent of the representation theory of semisimple complex
Lie algebras.
",FALSE,FALSE,TRUE,FALSE
"  We show that the distribution of symmetry of a naturally reductive nilpotent
Lie group coincides with the invariant distribution induced by the set of fixed
vectors of the isotropy. This extends a known result on compact naturally
reductive spaces. We also address the study of the quotient by the foliation of
symmetry.
",FALSE,FALSE,TRUE,FALSE
"  We study classes of atomic models At_T of a countable, complete first-order
theory T . We prove that if At_T is not pcl-small, i.e., there is an atomic
model N that realizes uncountably many types over pcl(a) for some finite tuple
a from N, then there are 2^aleph1 non-isomorphic atomic models of T, each of
size aleph1.
",FALSE,FALSE,TRUE,FALSE
"  I discuss several issues related to ""classical"" spacetime structure. I review
Galilean, Newtonian, and Leibnizian spacetimes, and briefly describe more
recent developments. The target audience is undergraduates and early graduate
students in philosophy; the presentation avoids mathematical formalism as much
as possible.
",FALSE,TRUE,FALSE,FALSE
"  In the ICS, WUT a platform for simulation of cooperation of physical and
virtual mobile agents is under development. The paper describes the motivation
of the research, an organization of the platform, a model of agent, and the
principles of design of the platform. Several experimental simulations are
briefly described.
",TRUE,FALSE,FALSE,FALSE
"  Recently Tewari and van Willigenburg constructed modules of the 0-Hecke
algebra that are mapped to the quasisymmetric Schur functions by the
quasisymmetric characteristic and decomposed them into a direct sum of certain
submodules. We show that these submodules are indecomposable by determining
their endomorphism rings.
",FALSE,FALSE,TRUE,FALSE
"  Strongly interacting many-body systems consisting of fermions or bosons can
host exotic quasiparticles with anyonic statistics. Here, we demonstrate that
many-body systems of anyons can also form anyonic quasi-particles. The charge
and statistics of the emergent anyons can be different from those of the
original anyons.
",FALSE,TRUE,FALSE,FALSE
"  We consider the problem of finding local minimizers in non-convex and
non-smooth optimization. Under the assumption of strict saddle points, positive
results have been derived for first-order methods. We present the first known
results for the non-smooth case, which requires different analysis and a
different algorithm.
",TRUE,FALSE,FALSE,TRUE
"  We define various height functions for motives over number fields. We compare
these height functions with classical height functions on algebraic varieties,
and also with analogous height functions for variations of Hodge structures on
curves over C. These comparisons provide new questions on motives over number
fields.
",FALSE,FALSE,TRUE,FALSE
"  We introduce a model of anonymous games with the player dependent action
sets. We propose several learning procedures based on the well-known Fictitious
Play and Online Mirror Descent and prove their convergence to equilibrium under
the classical monotonicity condition. Typical examples are first-order mean
field games.
",FALSE,FALSE,TRUE,FALSE
"  The aim of this work is to study the existence of a periodic solutions of
nth-order differential equations with delay d dt x(t) + d 2 dt 2 x(t) + d 3 dt
3 x(t) + ... + d n dt n x(t) = Ax(t) + L(xt) + f (t). Our approach is based on
the M-boundedness of linear operators, Fourier type, B s p,q-multipliers and
Besov spaces.
",FALSE,FALSE,TRUE,FALSE
"  The one-dimensional wakefield generation equations are solved for increasing
levels of non-linearity, to demonstrate how they contribute to the overall
behaviour of a non-linear wakefield in a plasma. The effect of laser guiding is
also studied as a way to increase the interaction length of a laser wakefield
accelerator.
",FALSE,TRUE,FALSE,FALSE
"  We address the boundary value problem for the ellipsoidal BGK model of the
Boltzmann equation posed in a bounded interval. The existence of a unique mild
solution is established under the assumption that the inflow boundary data does
not concentrate too much around the zero velocity, and the gas is sufficiently
rarefied.
",FALSE,FALSE,TRUE,FALSE
"  We prove that bilinear fractional integral operators and similar multipliers
are smoothing in the sense that they improve the regularity of functions. We
also treat bilinear singular multiplier operators which preserve regularity and
obtain several Leibniz-type rules in the contexts of Lebesgue and mixed
Lebesgue spaces.
",FALSE,FALSE,TRUE,FALSE
"  We introduce a model for the short-term dynamics of financial assets based on
an application to finance of quantum gauge theory, developing ideas of Ilinski.
We present a numerical algorithm for the computation of the probability
distribution of prices and compare the results with APPLE stocks prices and the
S&P500 index.
",FALSE,FALSE,FALSE,FALSE
"  We prove upper bounds for the mean square of the remainder in the prime
geodesic theorem, for every cofinite Fuchsian group, which improve on average
on the best known pointwise bounds. The proof relies on the Selberg trace
formula. For the modular group we prove a refined upper bound by using the
Kuznetsov trace formula.
",FALSE,FALSE,TRUE,FALSE
"  I discuss the evolution of computer architectures with a focus on QCD and
with reference to the interplay between architecture, engineering, data motion
and algorithms. New architectures are discussed and recent performance results
are displayed. I also review recent progress in multilevel solver and
integation algorithms.
",TRUE,TRUE,FALSE,FALSE
"  I show that propositional intuitionistic logic is complete with respect to an
adaptation of Dummett's pragmatist justification procedure. In particular,
given a pragmatist justification of an argument, I show how to obtain a natural
deduction derivation of the conclusion of the argument from, at most, the same
assumptions.
",FALSE,FALSE,TRUE,FALSE
"  In this paper we show, using Deligne-Lusztig theory and Kawanaka's theory of
generalised Gelfand-Graev representations, that the decomposition matrix of the
special linear and unitary group in non defining characteristic can be made
unitriangular with respect to a basic set that is stable under the action of
automorphisms.
",FALSE,FALSE,TRUE,FALSE
"  This paper presents a new algorithm for calculating hash signatures of sets
which can be directly used for Jaccard similarity estimation. The new approach
is an improvement over the MinHash algorithm, because it has a better runtime
behavior and the resulting signatures allow a more precise estimation of the
Jaccard index.
",TRUE,FALSE,FALSE,FALSE
"  A nonlinear cyclic system with delay and the overall negative feedback is
considered. The characteristic equation of the linearized system is studied in
detail. Sufficient conditions for the oscillation of all solutions and for the
existence of monotone solutions are derived in terms of roots of the
characteristic equation.
",FALSE,FALSE,TRUE,FALSE
"  In the Sachdev-Ye-Kitaev model, we argue that the entanglement entropy of any
eigenstate (including the ground state) obeys a volume law, whose coefficient
can be calculated analytically from the energy and subsystem size. We expect
that the argument applies to a broader class of chaotic models with all-to-all
interactions.
",FALSE,TRUE,FALSE,FALSE
"  We calculate ghost characters for the (5,6)-torus knot, and using them we
show that the (5,6)-torus knot gives a counter-example of Ng's conjecture
concerned with the relationship between degree 0 abelian knot contact homology
and the character variety of the 2-fold branched covering of the 3-sphere
branched along the knot.
",FALSE,FALSE,TRUE,FALSE
"  Ancient solutions arise in the study of parabolic blow-ups. If we can
categorize ancient solutions, we can better understand blow-up limits. Based on
an argument of Giga and Kohn, we give a Liouville-type theorem restricting
ancient, type-I, non-collapsing two- dimensional mean curvature flows to either
spheres or cylinders.
",FALSE,FALSE,TRUE,FALSE
"  The paper presents the application of Variational Autoencoders (VAE) for data
dimensionality reduction and explorative analysis of mass spectrometry imaging
data (MSI). The results confirm that VAEs are capable of detecting the patterns
associated with the different tissue sub-types with performance than standard
approaches.
",TRUE,FALSE,FALSE,TRUE
"  We consider inverse dynamic and spectral problems for the one dimensional
Dirac system on a finite tree. Our aim will be to recover the topology of a
tree (lengths and connectivity of edges) as well as matrix potentials on each
edge. As inverse data we use the Weyl-Titchmarsh matrix function or the dynamic
response operator.
",FALSE,FALSE,TRUE,FALSE
"  We define a new method to estimate centroid for text classification based on
the symmetric KL-divergence between the distribution of words in training
documents and their class centroids. Experiments on several standard data sets
indicate that the new method achieves substantial improvements over the
traditional classifiers.
",FALSE,FALSE,FALSE,TRUE
"  We investigate two arithmetic functions naturally occurring in the study of
the Euler and Carmichael quotients. The functions are related to the frequency
of vanishing of the Euler and Carmichael quotients. We obtain several results
concerning the relations between these functions as well as their typical and
extreme values.
",FALSE,FALSE,TRUE,FALSE
"  In this paper we study the finite W-algebra for the queer Lie superalgebra
Q(n) associated with the non-regular even nilpotent coadjoint orbits in the
case when the corresponding nilpotent element has Jordan blocks each of size l.
We prove that this finite W-algebra is isomorphic to a quotient of the
super-Yangian of Q({n/l})
",FALSE,FALSE,TRUE,FALSE
"  Using a novel rewriting problem, we show that several natural decision
problems about finite automata are undecidable (i.e., recursively unsolvable).
In contrast, we also prove three related problems are decidable. We apply one
result to prove the undecidability of a related problem about k-automatic sets
of rational numbers.
",TRUE,FALSE,FALSE,FALSE
"  We consider the Godunov numerical method to the phase-transition traffic
model, proposed in [6], by Colombo, Marcellini, and Rascle. Numerical tests are
shown to prove the validity of the method. Moreover we highlight the
differences between such model and the one proposed in [1], by Blandin, Work,
Goatin, Piccoli, and Bayen.
",FALSE,FALSE,TRUE,FALSE
"  The seminal paper of Caponnetto and de Vito (2007) provides minimax-optimal
rates for kernel ridge regression in a very general setting. Its proof,
however, contains an error in its bound on the effective dimensionality. In
this note, we explain the mistake, provide a correct bound, and show that the
main theorem remains true.
",FALSE,FALSE,TRUE,TRUE
"  The system of dynamic equations for Bose-Einstein condensate at zero
temperature with account of pair correlations is obtained. The spectrum of
small oscillations of the condensate in a spatially homogeneous state is
explored. It is shown that this spectrum has two branches: the sound wave
branch and branch with an energy gap.
",FALSE,TRUE,FALSE,FALSE
"  We analyse archival CGRO-BATSE X-ray flux and spin frequency measurements of
GX 1+4 over a time span of 3000 days. We systematically search for time
dependent variations of torque luminosity correlation. Our preliminary results
indicate that the correlation shifts from being positive to negative on time
scales of few 100 days.
",FALSE,TRUE,FALSE,FALSE
"  Compound random measures (CoRM's) are a flexible and tractable framework for
vectors of completely random measure. In this paper, we provide conditions to
guarantee the existence of a CoRM. Furthermore, we prove some interesting
properties of CoRM's when exponential scores and regularly varying Lévy
intensities are considered.
",FALSE,FALSE,TRUE,TRUE
"  In this paper, we introduce and investigate a novel class of analytic and
univalent functions of negative coefficients in the open unit disk. For this
function class, we obtain characterization and distortion theorems as well as
the radii of close-to-convexity, starlikeness and convexity by using fractional
calculus techniques.
",FALSE,FALSE,TRUE,FALSE
"  This note contains additions to the paper 'Clustered cell decomposition in
P-minimal structures' (arXiv:1612.02683). We discuss a question which was
raised in that paper, on the order of clustered cells. We also consider a
notion of cells of minimal order, which is a slight optimalisation of the
theorem from the original paper.
",FALSE,FALSE,TRUE,FALSE
"  Using algebraic methods, and motivated by the one variable case, we study a
multipoint interpolation problem in the setting of several complex variables.
The duality realized by the residue generator associated with an underlying
Gorenstein algebra, using the Lagrange interpolation polynomial, plays a key
role in the arguments.
",FALSE,FALSE,TRUE,FALSE
"  Using the twisted denominator identity, we derive a closed form root
multiplicity formula for all symmetrizable Borcherds-Bozec algebras and discuss
its applications including the case of Monster Borcherds-Bozec algebra. In the
second half of the paper, we provide the Schofield constuction of symmetric
Borcherds-Bozec algebras.
",FALSE,FALSE,TRUE,FALSE
"  Recently a new fault tolerant and simple mechanism was designed for solving
commit consensus problem. It is based on replicated validation of messages sent
between transaction participants and a special dispatcher validator manager
node. This paper presents a correctness, safety proofs and performance analysis
of this algorithm.
",TRUE,FALSE,FALSE,FALSE
"  The problem for two-dimensional steady water waves with vorticity is
considered. Using methods of spatial dynamics, we reduce the problem to a
finite dimensional Hamiltonian system. As an application, we prove the
existence of non-symmetric steady water waves when the number of roots of the
dispersion equation is greater than 1.
",FALSE,FALSE,TRUE,FALSE
"  Extended strongly periodic links have been introduced by Przytycki and
Sokolov as a symmetric surgery presentation of three-manifolds on which the
finite cyclic group acts without fixed points. The purpose of this paper is to
prove that the symmetry of these links is reflected by the first coefficients
of the HOMFLYPT polynomial.
",FALSE,FALSE,TRUE,FALSE
"  In this paper, we outline the vision of chatbots that facilitate the
interaction between citizens and policy-makers at the city scale. We report the
results of a co-design session attended by more than 60 participants. We give
an outlook of how some challenges associated with such chatbot systems could be
addressed in the future.
",TRUE,FALSE,FALSE,FALSE
"  In this report, we present a new reinforcement learning (RL) benchmark based
on the Sonic the Hedgehog (TM) video game franchise. This benchmark is intended
to measure the performance of transfer learning and few-shot learning
algorithms in the RL domain. We also present and evaluate some baseline
algorithms on the new benchmark.
",FALSE,FALSE,FALSE,TRUE
"  We consider orthogonal decompositions of invariant subspaces of Hardy spaces,
these relate to the Blaschke based phase unwinding decompositions. We prove
convergence in Lp. In particular we build an explicit multiscale wavelet basis.
We also obtain an explicit unwindinig decomposition for the singular inner
function, exp 2i\pi/x.
",FALSE,FALSE,TRUE,FALSE
"  We describe the dimensions of low Hochschild cohomology spaces of exceptional
periodic representation-infinite algebras of polynomial growth. As an
application we obtain that an indecomposable non-standard periodic
representation-infinite algebra of polynomial growth is not derived equivalent
to a standard self-injective algebra.
",FALSE,FALSE,TRUE,FALSE
"  We present a model to generate power spectrum noise with intensity
proportional to 1/f as a function of frequency f. The model arises from a
broken-symmetry variable which corresponds to absolute pitch, where
fluctuations occur in an attempt to restore that symmetry, influenced by
interactions in the creation of musical melodies.
",FALSE,TRUE,FALSE,FALSE
"  The aim of this paper is to present a comprehensive review of method of the
wave-front expansion, also known in the literature as the Buchen-Mainardi
algorithm. In particular, many applications of this technique to the
fundamental models of both ordinary and fractional linear viscoelasticity are
thoroughly presented and discussed.
",FALSE,TRUE,FALSE,FALSE
"  We overview dataflow matrix machines as a Turing complete generalization of
recurrent neural networks and as a programming platform. We describe vector
space of finite prefix trees with numerical leaves which allows us to combine
expressive power of dataflow matrix machines with simplicity of traditional
recurrent neural networks.
",TRUE,FALSE,FALSE,FALSE
"  In this paper, by using the idea of linearizing maximal op-erators originated
by Charles Fefferman and the TT* method of Stein-Wainger, we establish a
weighted inequality for vector valued maximal Carleson type operators with
singular kernels proposed by Andersen and John on the weighted Lorentz spaces
with vector-valued functions.
",FALSE,FALSE,TRUE,FALSE
"  In this paper, we give some counting results on integer polynomials of fixed
degree and bounded height whose distinct non-zero roots are multiplicatively
dependent. These include sharp lower bounds, upper bounds and asymptotic
formulas for various cases, although in general there is a logarithmic gap
between lower and upper bounds.
",FALSE,FALSE,TRUE,FALSE
"  We complete the picture available in the literature by showing that the
integral Mackey algebra is Gorenstein if and only if the group order is
square-free, in which case it must have Gorenstein dimension one. We illustrate
this result by looking in details at the examples of the cyclic group of order
four and the Klein four group.
",FALSE,FALSE,TRUE,FALSE
"  We extend Rubio de Francia's extrapolation theorem for functions valued in
UMD Banach function spaces, leading to short proofs of some new and known
results. In particular we prove Littlewood-Paley-Rubio de Francia-type
estimates and boundedness of variational Carleson operators for Banach function
spaces with UMD concavifications.
",FALSE,FALSE,TRUE,FALSE
"  We show that a certain family of cohomogeneity one manifolds does not admit
an invariant metric of nonnegative sectional curvature, unless it admits one
with positive curvature. As a consequence, the classification of nonnegatively
curved cohomogeneity one manifolds in dimension 7 is reduced to only one
further family of candidates
",FALSE,FALSE,TRUE,FALSE
"  We consider the inverse problems of determining the potential or the damping
coefficient appearing in the wave equation. We will prove the unique
determination of these coefficients from the one point measurement. Since our
problem is under-determined, so some extra assumption on the coefficients is
required to prove the uniqueness.
",FALSE,FALSE,TRUE,FALSE
"  We describe a method for generating minimal hard prime surface-link diagrams.
We extend the known examples of minimal hard prime classical unknot and unlink
diagrams up to three components and generate figures of all minimal hard prime
surface-unknot and surface-unlink diagrams with prime base surface components
up to ten crossings.
",FALSE,FALSE,TRUE,FALSE
"  We show that one-dimensional circle is the only case for closed smooth metric
measure spaces with nonnegative Bakry-Émery Ricci curvature whose spectrum
of the weighted Laplacian has an optimal positive upper bound. This result
extends the work of Hang-Wang in the manifold case (Int. Math. Res. Not. 18
(2007), Art. ID rnm064, 9pp).
",FALSE,FALSE,TRUE,FALSE
"  We study syzygies of (maximal) Cohen-Macaulay modules over one dimensional
Cohen-Macaulay local rings. We compare these modules to Cohen-Macaulay modules
over the endomorphism ring of the maximal ideal. After this comparison, we give
several characterizations of almost Gorenstein rings in terms of syzygies of
Cohen-Macaulay modules.
",FALSE,FALSE,TRUE,FALSE
"  We use the dimension and the Lie algebra structure of the first Hochschild
cohomology group to distinguish some algebras of dihedral, semi-dihedral and
quaternion type up to stable equivalence of Morita type. In particular, we
complete the classification of algebras of dihedral type that was mostly
determined by Zhou and Zimmermann.
",FALSE,FALSE,TRUE,FALSE
"  A locally recoverable code is a code over a finite alphabet such that the
value of any single coordinate of a codeword can be recovered from the values
of a small subset of other coordinates. Building on work of Barg, Tamo, and
Vlăduţ, we present several constructions of locally recoverable codes
from algebraic curves and surfaces.
",TRUE,FALSE,TRUE,FALSE
"  Based on a version of Dudley's Wiener process on the mass shell in the
momentum Minkowski space of a massive point particle, a model of a relativistic
Ornstein--Uhlenbeck process is constructed by addition of a specific drift
term. The invariant distribution of this momentum process as well as other
associated processes are computed.
",FALSE,FALSE,TRUE,FALSE
"  Can we make a famous rap singer like Eminem sing whatever our favorite song?
Singing style transfer attempts to make this possible, by replacing the vocal
of a song from the source singer to the target singer. This paper presents a
method that learns from unpaired data for singing style transfer using
generative adversarial networks.
",TRUE,FALSE,FALSE,FALSE
"  Vision sensors lie in the heart of computer vision. In many computer vision
applications, such as AR/VR, non-contacting near-field communication (NFC) with
high throughput is required to transfer information to algorithms. In this
work, we proposed a novel NFC system which utilizes multiple frequency bands to
achieve high throughput.
",TRUE,FALSE,FALSE,FALSE
